Timestamp,Source_IP,Destination_IP,Prediction,Confidence_Score,Detection_Time_ms,Mitigation_Time_ms,Action_Taken
2026-05-24T22:45:34.658156,10.0.227.190,victim,DDoS,0.8600,28.66,0.16,"DROP_RULE_INSTALLED(ip=10.0.227.190, priority=100, timeout=300s)"
2026-05-24T22:45:34.687318,10.0.145.236,victim,DDoS,0.7800,26.70,0.14,"DROP_RULE_INSTALLED(ip=10.0.145.236, priority=100, timeout=300s)"
2026-05-24T22:45:35.128726,10.0.83.178,victim,DDoS,0.8600,73.41,0.14,"DROP_RULE_INSTALLED(ip=10.0.83.178, priority=100, timeout=300s)"
2026-05-24T22:45:35.160096,10.0.39.251,victim,DDoS,0.8600,28.82,0.13,"DROP_RULE_INSTALLED(ip=10.0.39.251, priority=100, timeout=300s)"
2026-05-24T22:45:35.189244,10.0.92.167,victim,DDoS,0.8600,26.72,0.12,"DROP_RULE_INSTALLED(ip=10.0.92.167, priority=100, timeout=300s)"
2026-05-24T22:45:35.251199,10.0.245.29,victim,DDoS,0.8600,26.76,0.13,"DROP_RULE_INSTALLED(ip=10.0.245.29, priority=100, timeout=300s)"
2026-05-24T22:45:35.284899,10.0.184.59,victim,DDoS,0.8600,30.02,0.18,"DROP_RULE_INSTALLED(ip=10.0.184.59, priority=100, timeout=300s)"
2026-05-24T22:45:35.318291,10.0.184.234,victim,DDoS,0.8600,30.01,0.14,"DROP_RULE_INSTALLED(ip=10.0.184.234, priority=100, timeout=300s)"
2026-05-24T22:45:35.348805,10.0.252.127,victim,DDoS,0.8600,28.08,0.19,"DROP_RULE_INSTALLED(ip=10.0.252.127, priority=100, timeout=300s)"
2026-05-24T22:45:35.379479,10.0.70.125,victim,DDoS,0.8400,26.98,0.14,"DROP_RULE_INSTALLED(ip=10.0.70.125, priority=100, timeout=300s)"
2026-05-24T22:45:36.054261,10.0.184.78,victim,DDoS,0.8600,27.69,0.16,"DROP_RULE_INSTALLED(ip=10.0.184.78, priority=100, timeout=300s)"
2026-05-24T22:45:36.084374,10.0.10.10,victim,DDoS,0.8600,27.33,0.19,"DROP_RULE_INSTALLED(ip=10.0.10.10, priority=100, timeout=300s)"
2026-05-24T22:45:36.230919,10.0.250.62,victim,DDoS,0.8600,26.17,0.13,"DROP_RULE_INSTALLED(ip=10.0.250.62, priority=100, timeout=300s)"
2026-05-24T22:45:36.260804,10.0.165.133,victim,DDoS,0.7400,27.60,0.15,"DROP_RULE_INSTALLED(ip=10.0.165.133, priority=100, timeout=300s)"
2026-05-24T22:45:45.843161,10.0.90.96,victim,DDoS,0.8600,26.05,0.14,"DROP_RULE_INSTALLED(ip=10.0.90.96, priority=100, timeout=300s)"
2026-05-24T22:45:45.871120,10.0.79.253,victim,DDoS,0.8600,25.45,0.16,"DROP_RULE_INSTALLED(ip=10.0.79.253, priority=100, timeout=300s)"
2026-05-24T22:45:45.933542,10.0.87.15,victim,DDoS,0.8600,29.19,0.20,"DROP_RULE_INSTALLED(ip=10.0.87.15, priority=100, timeout=300s)"
2026-05-24T22:45:45.963283,10.0.175.106,victim,DDoS,0.8600,26.66,0.17,"DROP_RULE_INSTALLED(ip=10.0.175.106, priority=100, timeout=300s)"
2026-05-24T22:45:45.991868,10.0.243.253,victim,DDoS,0.8600,25.95,0.17,"DROP_RULE_INSTALLED(ip=10.0.243.253, priority=100, timeout=300s)"
2026-05-24T22:45:46.020963,10.0.255.184,victim,DDoS,0.8600,25.95,0.17,"DROP_RULE_INSTALLED(ip=10.0.255.184, priority=100, timeout=300s)"
2026-05-24T22:45:46.053100,10.0.138.63,victim,DDoS,0.8600,29.12,0.19,"DROP_RULE_INSTALLED(ip=10.0.138.63, priority=100, timeout=300s)"
2026-05-24T22:45:46.084668,10.0.145.1,victim,DDoS,0.8600,28.08,0.17,"DROP_RULE_INSTALLED(ip=10.0.145.1, priority=100, timeout=300s)"
2026-05-24T22:45:46.115480,10.0.212.128,victim,DDoS,0.8600,27.49,0.16,"DROP_RULE_INSTALLED(ip=10.0.212.128, priority=100, timeout=300s)"
2026-05-24T22:45:46.146930,10.0.156.86,victim,DDoS,0.8600,28.26,0.31,"DROP_RULE_INSTALLED(ip=10.0.156.86, priority=100, timeout=300s)"
2026-05-24T22:45:46.179819,10.0.205.95,victim,DDoS,0.8600,28.05,0.15,"DROP_RULE_INSTALLED(ip=10.0.205.95, priority=100, timeout=300s)"
2026-05-24T22:45:46.210128,10.0.108.85,victim,DDoS,0.8600,27.27,0.22,"DROP_RULE_INSTALLED(ip=10.0.108.85, priority=100, timeout=300s)"
2026-05-24T22:45:46.241573,10.0.13.31,victim,DDoS,0.8600,27.24,0.13,"DROP_RULE_INSTALLED(ip=10.0.13.31, priority=100, timeout=300s)"
2026-05-24T22:45:46.270725,10.0.29.47,victim,DDoS,0.8600,26.51,0.12,"DROP_RULE_INSTALLED(ip=10.0.29.47, priority=100, timeout=300s)"
2026-05-24T22:45:46.300547,10.0.229.160,victim,DDoS,0.8600,27.21,0.15,"DROP_RULE_INSTALLED(ip=10.0.229.160, priority=100, timeout=300s)"
2026-05-24T22:45:46.330607,10.0.69.254,victim,DDoS,0.8600,27.79,0.14,"DROP_RULE_INSTALLED(ip=10.0.69.254, priority=100, timeout=300s)"
2026-05-24T22:45:46.360445,10.0.220.97,victim,DDoS,0.8600,27.35,0.14,"DROP_RULE_INSTALLED(ip=10.0.220.97, priority=100, timeout=300s)"
2026-05-24T22:45:46.390131,10.0.221.242,victim,DDoS,0.8600,27.15,0.24,"DROP_RULE_INSTALLED(ip=10.0.221.242, priority=100, timeout=300s)"
2026-05-24T22:45:46.428746,10.0.70.162,victim,DDoS,0.8600,34.39,0.21,"DROP_RULE_INSTALLED(ip=10.0.70.162, priority=100, timeout=300s)"
2026-05-24T22:45:46.458982,10.0.113.69,victim,DDoS,0.8600,26.66,0.15,"DROP_RULE_INSTALLED(ip=10.0.113.69, priority=100, timeout=300s)"
2026-05-24T22:45:46.488207,10.0.78.207,victim,DDoS,0.8600,26.55,0.16,"DROP_RULE_INSTALLED(ip=10.0.78.207, priority=100, timeout=300s)"
2026-05-24T22:45:46.517734,10.0.154.120,victim,DDoS,0.8600,26.88,0.15,"DROP_RULE_INSTALLED(ip=10.0.154.120, priority=100, timeout=300s)"
2026-05-24T22:45:46.547090,10.0.104.237,victim,DDoS,0.8600,26.41,0.14,"DROP_RULE_INSTALLED(ip=10.0.104.237, priority=100, timeout=300s)"
2026-05-24T22:45:47.783035,10.0.2.1,victim,DDoS,0.8600,26.52,0.12,"DROP_RULE_INSTALLED(ip=10.0.2.1, priority=100, timeout=300s)"
2026-05-24T22:45:47.846064,10.0.111.212,victim,DDoS,0.8600,27.55,0.20,"DROP_RULE_INSTALLED(ip=10.0.111.212, priority=100, timeout=300s)"
2026-05-24T22:45:47.903853,10.0.71.5,victim,DDoS,0.8600,25.79,0.15,"DROP_RULE_INSTALLED(ip=10.0.71.5, priority=100, timeout=300s)"
2026-05-24T22:45:47.961881,10.0.12.62,victim,DDoS,0.8600,25.82,0.16,"DROP_RULE_INSTALLED(ip=10.0.12.62, priority=100, timeout=300s)"
2026-05-24T22:45:47.992182,10.0.17.186,victim,DDoS,0.8600,27.43,0.16,"DROP_RULE_INSTALLED(ip=10.0.17.186, priority=100, timeout=300s)"
2026-05-24T22:45:48.077583,10.0.230.58,victim,DDoS,0.8600,27.21,0.16,"DROP_RULE_INSTALLED(ip=10.0.230.58, priority=100, timeout=300s)"
2026-05-24T22:45:48.107097,10.0.250.61,victim,DDoS,0.8600,27.08,0.15,"DROP_RULE_INSTALLED(ip=10.0.250.61, priority=100, timeout=300s)"
2026-05-24T22:45:48.136976,10.0.149.224,victim,DDoS,0.8600,27.26,0.14,"DROP_RULE_INSTALLED(ip=10.0.149.224, priority=100, timeout=300s)"
2026-05-24T22:45:48.283945,10.0.114.246,victim,DDoS,0.8600,26.75,0.14,"DROP_RULE_INSTALLED(ip=10.0.114.246, priority=100, timeout=300s)"
2026-05-24T22:45:48.312226,10.0.49.175,victim,DDoS,0.8600,25.29,0.14,"DROP_RULE_INSTALLED(ip=10.0.49.175, priority=100, timeout=300s)"
2026-05-24T22:45:48.369737,10.0.197.200,victim,DDoS,0.8600,26.86,0.14,"DROP_RULE_INSTALLED(ip=10.0.197.200, priority=100, timeout=300s)"
2026-05-24T22:45:48.399856,10.0.76.115,victim,DDoS,0.8600,27.03,0.16,"DROP_RULE_INSTALLED(ip=10.0.76.115, priority=100, timeout=300s)"
2026-05-24T22:45:48.429091,10.0.183.139,victim,DDoS,0.5200,27.28,0.17,"DROP_RULE_INSTALLED(ip=10.0.183.139, priority=100, timeout=300s)"
2026-05-24T22:45:51.247943,10.0.127.50,victim,DDoS,0.8600,27.11,0.16,"DROP_RULE_INSTALLED(ip=10.0.127.50, priority=100, timeout=300s)"
2026-05-24T22:45:51.448188,10.0.120.174,victim,DDoS,0.8600,25.88,0.18,"DROP_RULE_INSTALLED(ip=10.0.120.174, priority=100, timeout=300s)"
2026-05-24T22:45:51.506307,10.0.22.137,victim,DDoS,0.8600,25.60,0.15,"DROP_RULE_INSTALLED(ip=10.0.22.137, priority=100, timeout=300s)"
2026-05-24T22:45:51.534891,10.0.84.159,victim,DDoS,0.8600,25.90,0.17,"DROP_RULE_INSTALLED(ip=10.0.84.159, priority=100, timeout=300s)"
2026-05-24T22:45:55.379839,10.0.119.236,victim,DDoS,0.8600,26.83,0.16,"DROP_RULE_INSTALLED(ip=10.0.119.236, priority=100, timeout=300s)"
2026-05-24T22:45:55.408303,10.0.232.88,victim,DDoS,0.8600,25.50,0.15,"DROP_RULE_INSTALLED(ip=10.0.232.88, priority=100, timeout=300s)"
2026-05-24T22:45:56.533554,10.0.8.108,victim,DDoS,0.8600,26.46,0.17,"DROP_RULE_INSTALLED(ip=10.0.8.108, priority=100, timeout=300s)"
2026-05-24T22:45:56.596427,10.0.66.131,victim,DDoS,0.8600,26.14,0.15,"DROP_RULE_INSTALLED(ip=10.0.66.131, priority=100, timeout=300s)"
2026-05-24T22:45:56.652907,10.0.127.154,victim,DDoS,0.8600,25.85,0.15,"DROP_RULE_INSTALLED(ip=10.0.127.154, priority=100, timeout=300s)"
2026-05-24T22:45:56.681452,10.0.57.169,victim,DDoS,0.8600,25.83,0.17,"DROP_RULE_INSTALLED(ip=10.0.57.169, priority=100, timeout=300s)"
2026-05-24T22:45:56.710295,10.0.136.242,victim,DDoS,0.8600,26.26,0.16,"DROP_RULE_INSTALLED(ip=10.0.136.242, priority=100, timeout=300s)"
2026-05-24T22:45:56.883090,10.0.52.159,victim,DDoS,0.8600,25.09,0.13,"DROP_RULE_INSTALLED(ip=10.0.52.159, priority=100, timeout=300s)"
2026-05-24T22:45:56.946578,10.0.108.244,victim,DDoS,0.8600,26.50,0.16,"DROP_RULE_INSTALLED(ip=10.0.108.244, priority=100, timeout=300s)"
2026-05-24T22:45:57.004602,10.0.199.5,victim,DDoS,0.8600,27.06,0.14,"DROP_RULE_INSTALLED(ip=10.0.199.5, priority=100, timeout=300s)"
2026-05-24T22:45:57.033873,10.0.219.24,victim,DDoS,0.8600,25.77,0.17,"DROP_RULE_INSTALLED(ip=10.0.219.24, priority=100, timeout=300s)"
2026-05-24T22:45:57.064038,10.0.14.243,victim,DDoS,0.8600,26.96,0.19,"DROP_RULE_INSTALLED(ip=10.0.14.243, priority=100, timeout=300s)"
2026-05-24T22:45:57.092994,10.0.49.76,victim,DDoS,0.8600,25.73,0.17,"DROP_RULE_INSTALLED(ip=10.0.49.76, priority=100, timeout=300s)"
2026-05-24T22:45:57.121787,10.0.132.244,victim,DDoS,0.8600,25.88,0.17,"DROP_RULE_INSTALLED(ip=10.0.132.244, priority=100, timeout=300s)"
2026-05-24T22:45:57.150679,10.0.239.186,victim,DDoS,0.5200,26.59,0.15,"DROP_RULE_INSTALLED(ip=10.0.239.186, priority=100, timeout=300s)"
2026-05-24T22:46:00.923345,10.0.156.84,victim,DDoS,0.8600,26.99,0.19,"DROP_RULE_INSTALLED(ip=10.0.156.84, priority=100, timeout=300s)"
2026-05-24T22:46:00.956535,10.0.34.206,victim,DDoS,0.8600,29.44,0.15,"DROP_RULE_INSTALLED(ip=10.0.34.206, priority=100, timeout=300s)"
2026-05-24T22:46:00.987183,10.0.12.128,victim,DDoS,0.8600,28.13,0.16,"DROP_RULE_INSTALLED(ip=10.0.12.128, priority=100, timeout=300s)"
2026-05-24T22:46:01.016437,10.0.207.130,victim,DDoS,0.8600,26.53,0.14,"DROP_RULE_INSTALLED(ip=10.0.207.130, priority=100, timeout=300s)"
2026-05-24T22:46:01.045212,10.0.116.40,victim,DDoS,0.8600,26.30,0.13,"DROP_RULE_INSTALLED(ip=10.0.116.40, priority=100, timeout=300s)"
2026-05-24T22:46:01.101763,10.0.47.209,victim,DDoS,0.8600,25.35,0.15,"DROP_RULE_INSTALLED(ip=10.0.47.209, priority=100, timeout=300s)"
2026-05-24T22:46:01.131742,10.0.66.192,victim,DDoS,0.8600,26.79,0.17,"DROP_RULE_INSTALLED(ip=10.0.66.192, priority=100, timeout=300s)"
2026-05-24T22:46:01.160144,10.0.130.138,victim,DDoS,0.8600,25.49,0.15,"DROP_RULE_INSTALLED(ip=10.0.130.138, priority=100, timeout=300s)"
2026-05-24T22:46:01.187916,10.0.54.230,victim,DDoS,0.5800,25.81,0.17,"DROP_RULE_INSTALLED(ip=10.0.54.230, priority=100, timeout=300s)"
2026-05-24T22:46:05.443998,10.0.162.158,victim,DDoS,0.8000,969.52,0.10,"DROP_RULE_INSTALLED(ip=10.0.162.158, priority=100, timeout=300s)"
2026-05-24T22:46:05.571084,10.0.107.155,victim,DDoS,0.8600,28.34,0.27,"DROP_RULE_INSTALLED(ip=10.0.107.155, priority=100, timeout=300s)"
2026-05-24T22:46:05.603044,10.0.73.81,victim,DDoS,0.8600,28.40,0.18,"DROP_RULE_INSTALLED(ip=10.0.73.81, priority=100, timeout=300s)"
2026-05-24T22:46:05.690047,10.0.166.20,victim,DDoS,0.8600,29.12,0.21,"DROP_RULE_INSTALLED(ip=10.0.166.20, priority=100, timeout=300s)"
2026-05-24T22:46:05.778911,10.0.232.246,victim,DDoS,0.8600,28.44,0.33,"DROP_RULE_INSTALLED(ip=10.0.232.246, priority=100, timeout=300s)"
2026-05-24T22:46:05.808801,10.0.214.182,victim,DDoS,0.8600,26.91,0.16,"DROP_RULE_INSTALLED(ip=10.0.214.182, priority=100, timeout=300s)"
2026-05-24T22:46:05.839207,10.0.253.11,victim,DDoS,0.8600,27.26,0.28,"DROP_RULE_INSTALLED(ip=10.0.253.11, priority=100, timeout=300s)"
2026-05-24T22:46:05.870484,10.0.145.130,victim,DDoS,0.8600,28.56,0.16,"DROP_RULE_INSTALLED(ip=10.0.145.130, priority=100, timeout=300s)"
2026-05-24T22:46:05.901364,10.0.45.178,victim,DDoS,0.8600,27.63,0.14,"DROP_RULE_INSTALLED(ip=10.0.45.178, priority=100, timeout=300s)"
2026-05-24T22:46:05.929536,10.0.172.20,victim,DDoS,0.8600,26.05,0.15,"DROP_RULE_INSTALLED(ip=10.0.172.20, priority=100, timeout=300s)"
2026-05-24T22:46:05.958206,10.0.74.176,victim,DDoS,0.8600,26.56,0.19,"DROP_RULE_INSTALLED(ip=10.0.74.176, priority=100, timeout=300s)"
2026-05-24T22:46:05.986589,10.0.144.193,victim,DDoS,0.8400,26.01,0.16,"DROP_RULE_INSTALLED(ip=10.0.144.193, priority=100, timeout=300s)"
2026-05-24T22:46:06.043729,10.0.219.201,victim,DDoS,0.8600,26.59,0.19,"DROP_RULE_INSTALLED(ip=10.0.219.201, priority=100, timeout=300s)"
2026-05-24T22:46:06.073682,10.0.120.77,victim,DDoS,0.8600,26.43,0.15,"DROP_RULE_INSTALLED(ip=10.0.120.77, priority=100, timeout=300s)"
2026-05-24T22:46:06.219786,10.0.199.46,victim,DDoS,0.8600,27.12,0.22,"DROP_RULE_INSTALLED(ip=10.0.199.46, priority=100, timeout=300s)"
2026-05-24T22:46:06.252115,10.0.115.98,victim,DDoS,0.8600,29.09,0.18,"DROP_RULE_INSTALLED(ip=10.0.115.98, priority=100, timeout=300s)"
2026-05-24T22:46:06.281240,10.0.227.154,victim,DDoS,0.8600,26.33,0.17,"DROP_RULE_INSTALLED(ip=10.0.227.154, priority=100, timeout=300s)"
2026-05-24T22:46:06.310415,10.0.46.99,victim,DDoS,0.8600,26.57,0.20,"DROP_RULE_INSTALLED(ip=10.0.46.99, priority=100, timeout=300s)"
2026-05-24T22:46:06.339204,10.0.201.253,victim,DDoS,0.8600,26.32,0.17,"DROP_RULE_INSTALLED(ip=10.0.201.253, priority=100, timeout=300s)"
2026-05-24T22:46:06.368336,10.0.129.207,victim,DDoS,0.8600,26.63,0.16,"DROP_RULE_INSTALLED(ip=10.0.129.207, priority=100, timeout=300s)"
2026-05-24T22:46:06.425083,10.0.142.66,victim,DDoS,0.8600,26.10,0.17,"DROP_RULE_INSTALLED(ip=10.0.142.66, priority=100, timeout=300s)"
2026-05-24T22:46:06.454141,10.0.201.172,victim,DDoS,0.8600,26.33,0.18,"DROP_RULE_INSTALLED(ip=10.0.201.172, priority=100, timeout=300s)"
2026-05-24T22:46:06.482885,10.0.175.110,victim,DDoS,0.8600,26.23,0.16,"DROP_RULE_INSTALLED(ip=10.0.175.110, priority=100, timeout=300s)"
2026-05-24T22:46:06.512083,10.0.56.197,victim,DDoS,0.8600,26.71,0.14,"DROP_RULE_INSTALLED(ip=10.0.56.197, priority=100, timeout=300s)"
2026-05-24T22:46:06.540991,10.0.139.166,victim,DDoS,0.8600,26.18,0.18,"DROP_RULE_INSTALLED(ip=10.0.139.166, priority=100, timeout=300s)"
2026-05-24T22:46:06.569949,10.0.250.34,victim,DDoS,0.8600,26.42,0.15,"DROP_RULE_INSTALLED(ip=10.0.250.34, priority=100, timeout=300s)"
2026-05-24T22:46:06.599107,10.0.4.49,victim,DDoS,0.7400,27.18,0.16,"DROP_RULE_INSTALLED(ip=10.0.4.49, priority=100, timeout=300s)"
2026-05-24T22:46:06.716268,10.0.171.101,victim,DDoS,0.8600,28.47,0.22,"DROP_RULE_INSTALLED(ip=10.0.171.101, priority=100, timeout=300s)"
2026-05-24T22:46:07.023683,10.0.39.30,victim,DDoS,0.8600,26.35,0.16,"DROP_RULE_INSTALLED(ip=10.0.39.30, priority=100, timeout=300s)"
2026-05-24T22:46:07.051902,10.0.253.14,victim,DDoS,0.8600,25.85,0.15,"DROP_RULE_INSTALLED(ip=10.0.253.14, priority=100, timeout=300s)"
2026-05-24T22:46:07.080910,10.0.122.141,victim,DDoS,0.8600,26.51,0.15,"DROP_RULE_INSTALLED(ip=10.0.122.141, priority=100, timeout=300s)"
2026-05-24T22:46:07.109394,10.0.253.91,victim,DDoS,0.8600,26.04,0.17,"DROP_RULE_INSTALLED(ip=10.0.253.91, priority=100, timeout=300s)"
2026-05-24T22:46:07.137787,10.0.119.49,victim,DDoS,0.8600,26.03,0.15,"DROP_RULE_INSTALLED(ip=10.0.119.49, priority=100, timeout=300s)"
2026-05-24T22:46:07.166661,10.0.31.159,victim,DDoS,0.8600,26.53,0.16,"DROP_RULE_INSTALLED(ip=10.0.31.159, priority=100, timeout=300s)"
2026-05-24T22:46:07.195708,10.0.183.67,victim,DDoS,0.8600,26.20,0.16,"DROP_RULE_INSTALLED(ip=10.0.183.67, priority=100, timeout=300s)"
2026-05-24T22:46:07.224956,10.0.87.63,victim,DDoS,0.8600,26.43,0.16,"DROP_RULE_INSTALLED(ip=10.0.87.63, priority=100, timeout=300s)"
2026-05-24T22:46:07.254165,10.0.137.106,victim,DDoS,0.7800,26.71,0.18,"DROP_RULE_INSTALLED(ip=10.0.137.106, priority=100, timeout=300s)"
2026-05-24T22:46:14.334626,10.0.173.8,victim,DDoS,0.8600,193.67,0.13,"DROP_RULE_INSTALLED(ip=10.0.173.8, priority=100, timeout=300s)"
2026-05-24T22:46:14.364446,10.0.222.32,victim,DDoS,0.8600,26.79,0.18,"DROP_RULE_INSTALLED(ip=10.0.222.32, priority=100, timeout=300s)"
2026-05-24T22:46:14.503060,10.0.16.35,victim,DDoS,0.8600,103.99,0.20,"DROP_RULE_INSTALLED(ip=10.0.16.35, priority=100, timeout=300s)"
2026-05-24T22:46:14.532537,10.0.45.212,victim,DDoS,0.8600,26.60,0.21,"DROP_RULE_INSTALLED(ip=10.0.45.212, priority=100, timeout=300s)"
2026-05-24T22:46:14.565801,10.0.117.129,victim,DDoS,0.8600,29.90,0.22,"DROP_RULE_INSTALLED(ip=10.0.117.129, priority=100, timeout=300s)"
2026-05-24T22:46:14.594635,10.0.255.54,victim,DDoS,0.8600,26.23,0.20,"DROP_RULE_INSTALLED(ip=10.0.255.54, priority=100, timeout=300s)"
2026-05-24T22:46:14.623102,10.0.231.28,victim,DDoS,0.8600,26.00,0.15,"DROP_RULE_INSTALLED(ip=10.0.231.28, priority=100, timeout=300s)"
2026-05-24T22:46:14.652366,10.0.125.79,victim,DDoS,0.8600,26.62,0.16,"DROP_RULE_INSTALLED(ip=10.0.125.79, priority=100, timeout=300s)"
2026-05-24T22:46:14.682162,10.0.220.71,victim,DDoS,0.8400,27.52,0.27,"DROP_RULE_INSTALLED(ip=10.0.220.71, priority=100, timeout=300s)"
2026-05-24T22:46:14.744395,10.0.158.42,victim,DDoS,0.8600,26.05,0.15,"DROP_RULE_INSTALLED(ip=10.0.158.42, priority=100, timeout=300s)"
2026-05-24T22:46:14.773101,10.0.84.125,victim,DDoS,0.8600,26.23,0.15,"DROP_RULE_INSTALLED(ip=10.0.84.125, priority=100, timeout=300s)"
2026-05-24T22:46:14.801924,10.0.245.54,victim,DDoS,0.8600,26.77,0.16,"DROP_RULE_INSTALLED(ip=10.0.245.54, priority=100, timeout=300s)"
2026-05-24T22:46:14.830076,10.0.188.34,victim,DDoS,0.8600,25.80,0.14,"DROP_RULE_INSTALLED(ip=10.0.188.34, priority=100, timeout=300s)"
2026-05-24T22:46:14.861931,10.0.51.244,victim,DDoS,0.5200,30.05,0.20,"DROP_RULE_INSTALLED(ip=10.0.51.244, priority=100, timeout=300s)"
2026-05-24T22:46:14.891015,10.0.209.164,victim,DDoS,0.8600,26.82,0.18,"DROP_RULE_INSTALLED(ip=10.0.209.164, priority=100, timeout=300s)"
2026-05-24T22:46:24.014996,10.0.14.29,victim,DDoS,0.8600,29.51,0.14,"DROP_RULE_INSTALLED(ip=10.0.14.29, priority=100, timeout=300s)"
2026-05-24T22:46:24.046025,10.0.166.68,victim,DDoS,0.7800,28.62,0.23,"DROP_RULE_INSTALLED(ip=10.0.166.68, priority=100, timeout=300s)"
