model_name,accuracy,precision,recall,f1_score,roc_auc,tp,tn,fp,fn,tpr,fpr,tnr,fnr,total_samples,total_prediction_time,detection_time_ms,ddos_rate
RF-DDoS,0.9957264957264957,0.9923076923076923,1.0,0.9961389961389961,0.9975913621262459,258,208,2,0,1.0,0.009523809523809525,0.9904761904761905,0.0,468,0.018442153930664062,0.03940631181765825,0.5555555555555556
RF-DDoS,0.9957264957264957,0.9923076923076923,1.0,0.9961389961389961,0.9975636766334441,258,208,2,0,1.0,0.009523809523809525,0.9904761904761905,0.0,468,0.16204071044921875,0.34624083429320246,0.5555555555555556
RF-DDoS,0.9957264957264957,0.9923076923076923,1.0,0.9961389961389961,0.9999630860095976,258,208,2,0,1.0,0.009523809523809525,0.9904761904761905,0.0,468,0.1335291862487793,0.2853187740358532,0.5555555555555556
RF-DDoS,0.9957264957264957,0.9923076923076923,1.0,0.9961389961389961,0.9999630860095976,258,208,2,0,1.0,0.009523809523809525,0.9904761904761905,0.0,468,0.2308943271636963,0.49336394693097496,0.5555555555555556
RF-DDoS,0.9957264957264957,0.9923076923076923,1.0,0.9961389961389961,0.9999630860095976,258,208,2,0,1.0,0.009523809523809525,0.9904761904761905,0.0,468,0.1381072998046875,0.295101067958734,0.5555555555555556
RF-DDoS,0.9957264957264957,0.9923076923076923,1.0,0.9961389961389961,0.9999630860095976,258,208,2,0,1.0,0.009523809523809525,0.9904761904761905,0.0,468,0.161865234375,0.3458658854166667,0.5555555555555556
